 ,ring_area,synapse_number,mean_synapse_area,mean_synapse_intensity
83,83.666,20,0.101,71.884
84,79.282,8,0.09,61.558
85,104.976,22,0.111,62.841
86,89.242,11,0.095,69.331
87,110.299,17,0.097,74.34
88,89.186,13,0.121,48.14
89,101.785,27,0.122,78.784
90,100.62,16,0.119,55.024
91,84.126,13,0.128,62.09
92,95.157,12,0.129,50.231
93,111.464,14,0.117,68.76
94,103.953,26,0.126,66.848
95,106.985,16,0.107,54.963
96,94.687,24,0.11,60.441
97,123.827,14,0.172,42.112
98,119.518,15,0.1,86.186
99,77.817,17,0.103,73.697
100,115.125,19,0.126,68.03
101,83.365,17,0.12,52.165
102,107.136,18,0.136,45.307
103,112.28,9,0.11,56.948
104,96.433,8,0.106,50.268
105,118.796,25,0.135,57.792
106,116.486,26,0.112,59.63
107,88.416,13,0.179,47.525
108,110.187,12,0.102,84.252
109,138.032,13,0.097,57.066
110,115.979,26,0.102,76.972
111,111.895,25,0.112,60.66
112,140.491,29,0.12,59.021
113,92.5,13,0.099,57.647
114,93.288,18,0.099,63.225
115,127.667,25,0.134,50.729
116,145.514,20,0.108,64.316
117,119.875,23,0.097,65.716
118,115.913,18,0.104,68.304
119,105.446,23,0.155,58.581
120,116.289,21,0.119,60.214
121,97.41,25,0.145,64.371
122,86.52,16,0.113,61.642
123,84.642,17,0.128,71.813
124,94.171,19,0.104,71.455
125,106.948,15,0.144,63.356
126,107.69,17,0.187,58.194
127,118.561,18,0.135,57.674
128,82.117,13,0.113,81.013
129,95.926,17,0.116,53.963
130,141.73,20,0.171,54.805
131,99.719,16,0.127,49.266
132,120.645,29,0.135,61.384
133,118.551,21,0.117,58.085
134,130.784,18,0.128,55.729
135,114.571,8,0.111,51.186
136,122.41,6,0.1,46.614
137,136.182,25,0.151,51.904
138,136.933,15,0.098,81.324
139,124.4,18,0.097,63.196
140,98.517,7,0.113,44.941
141,105.389,12,0.316,42.373
142,150.555,25,0.164,57.736
143,109.323,13,0.114,49.03
144,89.862,17,0.136,59.876
145,94.631,27,0.13,62.244
146,102.714,18,0.113,65.959
147,83.656,21,0.111,82.066
148,101.409,18,0.13,54.298
149,123.893,19,0.165,59.347
150,96.039,26,0.114,71.081
151,97.025,20,0.099,80.954
152,87.064,15,0.147,62.644
153,119.631,29,0.102,70.006
154,128.437,17,0.121,66.223
155,126.719,28,0.123,69.695
156,94.499,19,0.145,56.452
157,108.675,25,0.145,55.298
158,104.094,9,0.104,58.524
159,119.997,22,0.146,64.111
160,111.313,19,0.156,67.623
161,90.087,14,0.103,59.916
162,124.344,20,0.182,50.172
163,78.653,11,0.132,60.629
164,126.456,25,0.134,57.581
165,150.461,23,0.128,65.642
166,107.417,15,0.094,67.776
167,140.022,21,0.104,53.571
168,159.098,40,0.146,61.33
169,110.206,23,0.165,48.211
170,129.798,23,0.107,78.452
171,110.741,13,0.092,56.055
172,111.52,22,0.114,63.157
173,111.989,27,0.145,58.066
174,90.707,27,0.11,58.163
175,89.505,27,0.12,52.962
176,96.03,21,0.12,62.929
177,105.981,18,0.118,56.835
178,99.888,19,0.127,57.568
179,88.078,6,0.102,58.216
180,93.852,19,0.104,65.567
181,86.933,21,0.121,55.59
182,89.749,13,0.186,57.807
183,107.352,13,0.108,42.834
184,132.765,22,0.115,54.361
185,106.845,24,0.119,57.326
186,142.284,22,0.152,51.177
187,96.94,10,0.133,57
188,98.583,17,0.119,56.391
189,114.008,10,0.111,81.902
190,103.606,13,0.132,61.203
191,127.217,14,0.115,70.844
192,116.364,19,0.147,56.575
193,117.744,27,0.126,56.723
194,86.914,12,0.125,57.092
195,100.282,23,0.147,52.819
196,109.182,28,0.124,60.788
197,117.603,20,0.125,64.588
198,110.234,18,0.152,51.136
199,152.348,29,0.121,60.621
200,92.434,13,0.133,48.134
201,82.727,20,0.113,65.738
202,105.361,15,0.143,53.804
203,114.148,11,0.092,47.143
204,107.521,16,0.14,46.458
205,140.238,32,0.11,67.063
206,119.274,13,0.145,44.977
207,104.789,20,0.115,62.473
208,87.806,24,0.145,52.654
209,90.125,14,0.096,72.166
210,128.39,10,0.088,60.813
211,132.718,25,0.167,52.013
212,78.455,20,0.133,64.63
213,87.036,26,0.112,63.041
214,108.948,13,0.11,55.788
215,103.409,12,0.099,51.854
216,109.098,26,0.123,64.055
217,92.556,19,0.141,62.668
218,122.466,5,0.208,44.366
219,117.153,15,0.117,63.773
220,106.525,21,0.097,63.516
221,127.77,19,0.123,55.23
222,123.95,28,0.136,55.976
223,100.292,23,0.117,70.381
224,104.469,24,0.132,57.443
225,93.251,14,0.115,58.759
226,103.559,14,0.122,66.376
227,114.411,20,0.118,56.268
228,118.983,14,0.188,52.816
229,93.617,17,0.118,56.76
230,107.783,29,0.12,58.901
231,121.189,22,0.13,62.334
232,110.037,21,0.15,63.541
233,90.125,17,0.119,57.858
234,91.871,21,0.143,63.173
235,96.809,14,0.188,53.649
236,90.941,22,0.143,55.433
237,107.793,19,0.104,73.656
238,99.86,27,0.116,64.89
239,102.761,14,0.174,41.958
240,115.547,22,0.108,61.125
241,117.678,30,0.121,70.972
242,85.224,21,0.178,58.468
243,99.973,22,0.101,86.747
244,101.418,16,0.154,55.539
245,109.605,22,0.101,60.608
246,92.8,12,0.13,57.385
247,97.213,18,0.104,66.19
248,84.21,10,0.094,86.449
249,119.95,8,0.115,73.888
250,108.816,7,0.106,62.475
251,127.883,41,0.122,64.796
252,71.677,9,0.114,80.018
253,97.269,24,0.103,76.69
254,113.895,19,0.112,73.867
255,108.61,21,0.148,50.208
256,106.713,15,0.194,63.789
257,89.486,17,0.142,61.04
258,112.515,19,0.095,71.633
259,157.277,33,0.124,62.301
260,115.951,14,0.127,69.177
261,122.156,20,0.13,48.229
262,95.279,14,0.119,77.885
263,129.779,29,0.127,67.702
264,97.513,14,0.108,64.452
265,86.736,7,0.381,43.108
266,87.599,14,0.214,37.564
267,93.166,3,0.078,48.8
268,138.107,16,0.097,65.602
269,108.14,10,0.141,52.305
270,100.855,15,0.194,46.924
271,130.953,18,0.119,72.292
272,85.825,8,0.168,52.195
273,82.042,12,0.147,47.851
274,113.416,27,0.12,57.847
275,81.891,6,0.088,41.086
276,99.541,24,0.102,80.945
277,138.003,30,0.113,68.307
278,106.328,17,0.126,72.987
279,135.638,22,0.137,62.304
280,113.097,16,0.107,61.409
281,105.859,21,0.117,75.338
282,115.482,16,0.158,51.378
283,107.445,9,0.116,47.974
284,118.833,23,0.116,64.627
285,134.549,13,0.095,86.669
286,93.467,5,0.096,49.582
287,116.852,19,0.098,75.09
288,115.003,19,0.137,68.199
289,98.78,28,0.106,66.072
290,90.819,12,0.099,61.352
291,97.748,18,0.136,55.552
292,95.11,34,0.115,66.784
293,102.582,24,0.125,63.006
294,114.167,28,0.111,55.969
295,101.315,15,0.125,46.519
296,81.638,18,0.099,82.462
297,82.549,22,0.115,65.334
298,107.248,20,0.099,53.856
299,91.645,20,0.1,65.271
300,127.31,23,0.107,74.555
301,109.792,16,0.126,48.072
302,101.813,10,0.112,70.307
303,120.842,27,0.129,56.538
304,100.311,22,0.105,59.218
305,102.451,19,0.122,54.972
306,111.417,16,0.126,52.672
307,119.143,16,0.099,59.43
308,110.309,28,0.125,53.534
309,99.982,16,0.133,62.63
310,115.369,21,0.153,47.813
311,118.927,14,0.092,69.555
312,85.337,14,0.101,73.506
313,104.094,22,0.117,53.969
314,148.443,36,0.099,88.147
315,105.765,24,0.101,68.095
316,112.618,23,0.116,67.131
317,84.229,18,0.097,60.904
318,121.03,24,0.115,67.709
319,114.261,20,0.115,64.17
320,91.683,10,0.095,52.079
321,118.223,21,0.102,84.326
322,103.709,27,0.126,68.221
323,165.782,26,0.106,55.024
324,150.217,20,0.108,72.988
325,167.604,49,0.12,83.627
326,127.958,31,0.106,80.116
327,116.064,28,0.101,70.928
328,129.019,26,0.107,71.575
329,103.456,17,0.1,60.582
330,104.451,9,0.144,42.456
331,129.789,29,0.132,58.48
332,99.832,27,0.106,67.393
333,99.541,22,0.149,51.669
334,72.841,14,0.148,66.1
335,80.53,20,0.114,75.403
336,129.657,19,0.111,67.568
337,109.652,22,0.104,71.606
338,89.796,15,0.093,65.164
339,119.687,29,0.104,87.21
340,136.492,32,0.188,55.446
341,125.705,32,0.127,65.848
342,114.214,20,0.097,81.284
343,80.765,18,0.14,49.174
344,91.251,18,0.164,61.114
345,95.485,13,0.121,57.271
346,98.63,27,0.111,71.287
347,138.82,14,0.123,49.925
348,99.391,13,0.126,73.925
349,94.255,19,0.148,50.399
350,101.738,28,0.123,56.048
351,103.775,31,0.113,57.398
352,86.172,12,0.139,59.472
353,110.609,15,0.111,67.039
354,117.519,15,0.107,71.539
355,112.994,24,0.144,56.76
356,104.573,23,0.119,73.98
357,115.538,13,0.178,53.857
358,154.357,15,0.118,57.688
359,100.761,28,0.123,51.711
360,115.388,28,0.137,62.571
361,116.495,18,0.127,69.08
362,122.607,28,0.11,67.286
363,128.869,17,0.126,67.921
364,123.893,29,0.093,82.923
365,111.172,15,0.142,53.448
366,94.565,18,0.139,62.249
367,103.765,21,0.109,71.849
368,114.693,26,0.109,66.782
369,113.078,18,0.147,59.546
370,92.331,16,0.124,63.277
371,115.219,24,0.111,74.627
372,108.572,17,0.117,58.373
373,97.353,8,0.104,64.966
374,90.838,16,0.145,52.667
375,80.202,17,0.107,61.612
376,117.575,28,0.162,52.405
377,121.847,18,0.113,61.805
378,121.941,14,0.115,67.756
379,98.536,27,0.112,61.009
380,122.156,17,0.124,71.695
381,134.699,31,0.1,69.035
382,95.504,17,0.139,63
383,136.576,16,0.096,73.588
384,88.51,15,0.103,60.763
385,122.063,38,0.116,80.036
386,121.114,20,0.117,67.792
387,90.228,5,0.199,44.132
388,115.866,21,0.113,75.239
389,105.371,25,0.104,70.782
390,90.613,23,0.11,76.144
391,103.991,24,0.125,54.96
392,103.84,18,0.109,67.808
393,111.783,24,0.113,69.754
394,126.071,28,0.104,74.261
395,101.559,21,0.104,61.295
396,97.41,12,0.12,80.59
397,130.662,26,0.168,55.15
398,110.393,24,0.135,51.46
399,115.585,23,0.151,57.128
400,112.581,31,0.122,55.919
401,120.551,23,0.133,58.263
402,107.154,6,0.102,63.841
403,99.578,23,0.091,98.682
404,176.503,33,0.139,55.138
405,89.533,15,0.097,82.566
406,106.244,23,0.126,80.894
407,126.926,31,0.109,71.919
408,100.789,22,0.099,70.585
409,114.815,25,0.104,76.268
410,95.401,16,0.137,57.775
411,125.94,16,0.108,82.339
412,82.68,27,0.129,71.391
413,92.659,26,0.136,62.961
414,141.984,32,0.11,75.393
415,119.124,30,0.129,62.145
416,112.844,24,0.106,62.161
417,112.046,20,0.143,51.321
418,116.336,17,0.119,68.643
419,107.136,28,0.124,54.556
420,90.397,14,0.144,56.21
421,100.123,23,0.134,61.977
422,88.585,17,0.137,64.907
423,145.72,35,0.113,67.789
424,104.479,25,0.115,61.658
425,127.658,29,0.112,73.87
426,117.716,20,0.147,67.332
427,121.997,28,0.12,70.104
428,137.205,27,0.105,67.249
429,101.259,11,0.128,51.542
430,113.473,25,0.127,52.143
431,119.105,26,0.107,68.046
432,117.707,36,0.114,52.607
433,108.14,39,0.117,68.466
434,102.967,19,0.103,60.85
435,117.913,15,0.111,59.138
436,118.063,14,0.107,58.95
437,128.615,22,0.158,60.671
438,124.015,25,0.104,68.119
439,123.321,21,0.127,60.498
440,93.946,24,0.11,67.493
441,115.416,30,0.103,62.503
442,92.688,18,0.091,70.957
443,118.364,18,0.105,70.942
444,77.075,20,0.105,61.792
445,100.01,17,0.104,60.402
446,83.985,14,0.113,63.017
447,87.862,19,0.091,64.779
448,95.1,20,0.113,64.85
449,105.765,13,0.122,61.012
450,91.918,13,0.11,65.632
451,101.512,22,0.144,52.802
452,116.805,19,0.133,53.863
453,140.745,34,0.117,57.288
454,154.676,32,0.101,71.231
455,106.535,29,0.106,73.47
456,112.271,21,0.101,75.564
457,85.947,13,0.123,54.111
458,79.056,18,0.104,75.456
459,125.433,18,0.161,55.101
460,101.606,27,0.131,59.868
461,82.774,23,0.149,56.46
462,129.554,36,0.125,60.766
463,88.932,15,0.104,92.958
464,84.032,12,0.104,60.388
465,112.74,27,0.111,62.931
466,105.915,27,0.107,64.053
467,95.71,21,0.122,63.825
468,99.766,35,0.12,57.142
469,183.432,17,0.104,69.376
470,86.003,14,0.135,47.6
471,167.754,16,0.114,71.664
472,84.773,12,0.109,47.263
473,89.881,14,0.119,62.331
474,112.477,42,0.102,76.543
475,132.108,25,0.1,75.845
476,122.363,24,0.106,68.793
477,200.95,36,0.129,62.032
478,92.678,17,0.103,72.189
479,165.125,23,0.114,67.469
480,121.743,25,0.141,65.414
481,112.675,25,0.105,69.876
482,118.523,19,0.136,66.283
483,105.314,27,0.122,56.551
484,176.973,23,0.135,56.045
485,130.512,33,0.147,50.532
486,90.923,22,0.102,79.914
487,140.256,34,0.107,94.195
488,142.913,13,0.109,69.252
489,114.702,18,0.13,64.574
490,86.398,21,0.096,77.801
491,81.159,19,0.209,49.411
492,89.702,11,0.113,63.119
493,91.223,13,0.106,64.585
494,104.113,14,0.093,86.969
495,103.108,19,0.119,58.644
496,86.2,9,0.105,67.405
497,84.426,14,0.103,90.604
498,103.202,12,0.228,43.302
499,97.673,13,0.092,67.083
500,84.501,8,0.146,45.476
501,74.475,6,0.092,78.794
