 ,ring_area,synapse_number,mean_synapse_area,mean_synapse_intensity,ring_depth
75,120.917,28,0.137,24.879,183.471
76,107.408,17,0.136,18.859,117.838
77,115.021,42,0.118,36.112,375.362
78,89.974,6,0.149,20.880,167.372
79,81.093,7,0.158,21.270,160.595
80,146.875,26,0.148,19.138,104.410
81,84.079,26,0.127,39.846,470.061
82,138.904,27,0.132,27.864,233.749
83,120.457,40,0.111,45.049,345.184
84,124.287,23,0.120,23.897,116.189
85,106.338,23,0.123,33.094,436.158
86,100.282,18,0.187,23.462,259.443
87,106.732,30,0.129,36.148,387.569
88,104.460,31,0.118,39.447,468.500
89,100.939,17,0.132,22.255,176.196
90,120.692,42,0.107,44.622,369.271
91,129.225,16,0.109,26.668,524.992
92,96.011,22,0.116,24.471,138.880
93,116.730,29,0.160,30.310,316.662
94,101.953,26,0.145,28.370,329.513
95,144.922,19,0.129,22.538,124.713
96,90.519,20,0.137,24.517,227.889
97,98.564,30,0.117,47.150,357.644
98,86.933,20,0.116,29.656,221.094
99,149.532,33,0.135,27.491,242.776
100,158.572,27,0.122,29.231,200.107
101,104.216,25,0.101,48.893,344.618
102,136.135,29,0.132,32.322,444.131
103,119.819,14,0.126,25.318,94.957
104,90.632,28,0.131,42.472,405.175
105,121.274,27,0.124,26.081,515.086
106,98.424,10,0.233,17.247,542.567
107,103.362,21,0.120,20.319,145.152
108,114.571,3,0.125,23.825,4.983
109,177.958,22,0.178,17.161,113.147
110,112.618,30,0.120,28.705,487.584
111,99.616,23,0.133,22.533,136.008
112,96.180,26,0.126,33.535,466.167
113,110.853,24,0.178,21.956,496.684
114,102.573,34,0.115,38.101,378.379
115,96.246,31,0.104,40.983,368.833
116,85.008,17,0.101,43.457,405.653
117,89.984,22,0.149,28.729,331.491
118,120.926,26,0.138,28.148,506.559
119,132.023,21,0.139,21.607,162.730
120,135.046,37,0.127,33.868,461.282
121,84.557,8,0.210,35.663,245.677
122,103.399,29,0.162,30.949,441.422
123,102.676,27,0.176,29.985,448.673
124,100.508,22,0.106,45.107,417.481
125,140.923,32,0.133,26.429,303.825
126,111.830,35,0.131,42.043,388.817
127,122.720,19,0.152,22.547,175.168
128,152.799,44,0.130,41.130,330.943
129,94.650,24,0.153,41.161,347.107
130,97.316,5,0.118,16.302,5.058
131,84.623,11,0.163,19.653,146.619
132,100.508,6,0.091,53.207,211.185
133,130.465,25,0.143,23.702,483.108
134,110.975,33,0.169,32.676,376.270
135,147.936,34,0.118,28.128,255.374
136,107.915,26,0.110,33.236,404.702
137,94.039,10,0.101,21.744,121.470
138,101.127,25,0.162,26.508,433.746
139,113.191,15,0.149,22.930,235.844
140,79.967,4,0.106,23.644,114.234
141,104.620,25,0.135,32.430,349.244
142,110.825,7,0.312,16.243,189.447
143,115.388,28,0.166,24.407,495.661
144,112.750,30,0.116,37.513,325.030
145,95.194,32,0.135,40.067,378.502
146,111.970,11,0.136,23.305,521.996
147,120.279,25,0.123,29.278,503.789
148,93.748,20,0.126,23.796,462.500
149,79.178,18,0.128,36.004,340.965
150,116.223,9,0.092,21.033,111.771
151,86.398,14,0.135,25.783,420.236
152,95.335,30,0.117,32.376,226.887
153,90.218,8,0.154,26.154,139.966
154,85.280,11,0.158,22.416,303.391
155,120.288,19,0.131,22.191,267.201
156,129.845,36,0.141,31.441,394.877
157,137.966,34,0.124,27.667,219.114
158,91.279,16,0.130,36.478,446.850
159,128.934,32,0.124,34.772,341.449
160,120.701,10,0.184,18.483,527.133
161,155.540,33,0.121,26.316,283.277
162,114.515,16,0.136,19.389,191.121
163,104.404,17,0.154,26.017,468.449
164,125.461,28,0.132,24.518,507.195
165,140.923,19,0.196,18.501,176.037
166,105.746,21,0.125,40.272,430.663
167,112.243,24,0.155,23.880,476.008
168,112.994,29,0.127,25.255,223.949
169,101.662,15,0.126,30.668,403.869
170,109.483,33,0.097,45.872,317.610
171,109.567,30,0.122,39.026,367.633
172,109.830,22,0.150,23.622,456.307
173,99.090,29,0.135,37.454,354.529
174,108.187,27,0.143,30.329,472.515
175,102.592,23,0.131,33.903,394.897
176,115.275,4,0.115,23.932,152.007
177,96.893,24,0.158,28.700,371.995
178,132.840,32,0.133,38.276,506.183
179,121.640,12,0.110,19.740,96.557
180,97.663,23,0.138,27.985,412.644
181,92.819,31,0.121,24.397,251.746
182,118.533,20,0.108,23.787,517.570
183,93.880,10,0.126,26.157,230.673
184,79.826,11,0.143,23.971,223.216
185,86.322,18,0.158,17.429,396.315
186,124.222,20,0.122,23.404,179.222
187,104.563,6,0.099,24.881,137.905
188,114.561,22,0.238,21.993,484.062
189,99.315,9,0.121,28.277,468.489
190,100.526,26,0.166,25.879,360.683
191,126.315,37,0.126,31.584,441.991
192,116.082,36,0.120,39.921,322.185
193,119.096,33,0.136,29.243,295.859
194,108.882,4,0.528,11.418,50.820
195,108.140,30,0.122,38.298,335.990
196,88.350,29,0.109,40.343,424.632
197,116.373,26,0.136,39.282,344.480
198,128.230,22,0.102,28.668,263.189
199,107.286,20,0.167,19.235,163.589
200,111.557,20,0.188,28.501,360.424
201,102.216,20,0.214,21.030,381.497
202,106.140,17,0.216,21.394,512.255
203,100.198,22,0.133,32.740,460.814
204,107.502,29,0.163,32.884,405.818
205,107.605,30,0.121,29.930,482.766
206,110.703,18,0.105,24.247,201.924
207,115.538,2,0.099,22.103,96.752
208,105.671,26,0.116,35.171,314.479
209,107.014,20,0.122,28.540,278.667
210,124.456,14,0.103,29.256,230.379
211,129.911,26,0.145,19.218,161.004
212,106.047,12,0.141,18.422,144.106
213,79.169,13,0.152,20.912,213.511
214,93.936,24,0.125,36.878,456.520
215,94.621,20,0.195,17.188,302.177
216,93.382,18,0.144,29.360,402.326
217,108.412,20,0.201,15.861,129.799
218,91.955,23,0.150,34.879,434.994
219,90.754,15,0.153,18.276,507.219
220,91.617,5,0.100,25.774,71.948
221,106.122,15,0.140,20.031,145.750
222,106.272,35,0.145,35.040,415.549
223,83.534,24,0.105,25.807,204.245
224,105.483,29,0.132,22.395,274.931
225,126.249,10,0.127,21.162,172.100
226,101.747,25,0.137,31.190,486.789
227,96.471,14,0.221,17.982,197.470
228,112.083,13,0.125,20.081,158.092
229,107.398,37,0.122,35.446,465.295
230,110.112,32,0.116,39.481,447.966
231,128.418,28,0.136,27.167,247.929
232,186.455,48,0.113,35.672,341.854
233,98.677,33,0.105,45.473,431.610
234,113.745,30,0.141,23.269,220.564
235,111.539,10,0.112,21.876,126.287
236,105.624,25,0.133,31.289,376.406
237,124.362,19,0.104,29.552,175.731
238,84.107,18,0.124,25.876,236.939
239,88.820,22,0.183,25.898,317.264
240,136.698,30,0.127,32.220,395.400
241,96.311,21,0.125,28.913,229.643
242,117.246,26,0.124,33.061,266.378
243,120.035,34,0.099,37.435,444.392
244,99.212,31,0.126,29.639,212.132
245,129.244,16,0.144,15.780,139.627
246,111.661,19,0.191,20.051,179.255
247,93.298,30,0.102,36.087,481.869
248,101.475,26,0.129,36.696,408.129
249,122.184,25,0.115,33.309,373.642
250,108.957,29,0.123,30.911,333.790
251,106.591,29,0.112,39.134,463.578
252,91.101,27,0.157,24.800,278.427
253,94.753,25,0.124,38.854,453.666
254,155.089,22,0.134,24.217,229.720
255,89.824,16,0.123,34.680,291.641
256,103.991,25,0.141,37.170,475.839
257,109.201,38,0.108,42.773,410.482
258,102.817,26,0.118,35.300,346.659
259,80.558,16,0.124,37.437,491.375
260,96.264,20,0.129,23.633,179.812
261,92.012,15,0.130,20.279,140.889
262,102.902,16,0.114,31.204,338.454
263,101.662,7,0.326,16.059,255.669
264,227.020,40,0.138,26.120,157.954
265,114.430,36,0.130,36.949,455.861
266,131.516,31,0.134,36.828,287.181
267,101.259,15,0.104,20.213,134.269
268,109.529,23,0.131,28.297,371.925
269,125.714,29,0.100,52.404,412.146
270,81.178,14,0.184,22.525,486.623
271,80.887,9,0.130,23.205,240.282
272,101.446,14,0.123,22.577,134.786
273,95.401,23,0.129,28.406,300.795
274,109.867,9,0.113,22.939,229.434
275,101.625,31,0.126,36.303,332.830
276,97.128,22,0.132,33.210,350.572
277,81.891,22,0.154,41.451,363.600
278,134.577,34,0.111,33.340,383.972
279,81.121,17,0.146,19.048,262.471
280,120.992,35,0.113,25.169,198.970
281,119.866,11,0.141,21.324,119.422
282,115.791,19,0.158,18.693,180.898
283,102.066,32,0.151,33.418,410.592
284,88.932,21,0.127,32.428,253.997
285,96.734,18,0.123,31.529,422.841
286,99.231,25,0.104,39.078,324.739
287,99.212,15,0.146,28.313,476.712
288,102.902,19,0.113,29.081,155.775
289,85.215,19,0.196,19.384,245.175
290,90.434,19,0.154,35.225,454.822
291,98.452,19,0.159,28.503,476.990
292,119.443,13,0.143,21.816,183.048
293,122.992,10,0.181,18.495,124.874
294,103.118,29,0.122,29.448,465.242
295,126.165,29,0.123,38.706,270.746
296,153.475,23,0.131,26.326,143.936
297,93.335,4,0.113,15.250,52.100
298,99.963,30,0.098,37.742,346.434
299,135.281,29,0.161,32.021,315.214
300,117.819,26,0.129,30.379,410.756
301,102.413,29,0.158,30.083,248.410
302,119.894,29,0.131,31.407,369.780
303,104.582,26,0.122,37.941,388.612
304,88.688,22,0.113,40.306,431.862
305,139.449,22,0.186,19.860,201.938
306,132.934,30,0.160,26.374,325.112
307,113.970,22,0.113,26.430,273.398
308,112.505,24,0.120,38.788,433.791
309,126.785,10,0.176,18.948,121.244
310,82.586,14,0.137,30.172,470.921
311,86.548,4,0.150,18.923,9.030
312,129.883,13,0.108,23.487,146.679
313,105.267,22,0.134,31.408,457.081
314,96.640,17,0.246,29.264,343.086
315,84.069,9,0.244,17.667,230.968
316,122.907,29,0.158,25.475,381.484
317,84.783,15,0.102,27.407,223.744
318,121.875,31,0.156,29.670,331.390
319,77.967,23,0.123,24.476,466.058
320,108.685,34,0.123,37.064,398.432
321,84.313,14,0.104,17.814,181.183
322,111.970,14,0.151,16.103,130.070
323,95.870,13,0.154,33.257,463.666
324,87.158,18,0.185,19.582,177.522
325,86.416,7,0.101,20.136,143.843
326,116.017,24,0.128,23.565,163.050
327,107.586,11,0.157,18.374,200.808
328,114.008,21,0.156,25.086,423.456
329,123.208,23,0.129,34.103,442.254
330,119.725,16,0.120,23.767,217.734
331,168.749,27,0.209,22.319,303.824
332,78.483,16,0.148,19.894,183.598
333,105.502,18,0.155,27.066,410.604
334,107.164,5,0.115,18.594,112.109
335,141.158,38,0.127,30.411,269.233
336,95.354,18,0.142,19.161,175.090
337,123.893,17,0.110,32.161,454.133
338,121.621,6,0.133,22.602,128.540
339,113.472,18,0.118,24.946,223.814
340,106.816,48,0.127,33.909,281.495
341,125.808,32,0.110,37.870,243.554
342,89.965,17,0.106,35.323,359.727
343,120.617,37,0.118,30.312,268.315
344,112.196,23,0.163,28.884,330.945
345,116.467,22,0.149,29.598,427.831
346,89.740,22,0.128,32.591,352.344
347,114.092,24,0.134,34.315,369.313
348,117.716,22,0.121,26.679,146.629
349,82.079,20,0.175,23.629,232.224
350,94.668,15,0.141,20.821,217.010
351,108.863,26,0.104,39.650,309.485
352,107.408,13,0.140,23.445,130.156
353,112.609,30,0.120,33.228,292.129
354,90.960,15,0.103,37.936,447.074
355,91.570,23,0.102,41.282,299.650
356,87.505,22,0.126,34.807,319.768
357,146.190,31,0.127,27.854,174.540
358,132.389,22,0.125,27.065,118.362
359,84.792,22,0.111,34.089,312.480
360,93.467,18,0.128,24.669,204.330
361,104.131,31,0.127,32.631,343.347
362,106.891,23,0.173,23.590,270.337
363,100.010,9,0.139,17.993,8.460
364,88.632,14,0.117,26.614,146.118
365,94.152,4,0.138,16.779,55.250
366,137.975,21,0.110,24.233,131.919
367,122.166,52,0.118,37.686,415.967
368,106.225,23,0.121,21.133,213.975
369,112.130,32,0.120,43.697,390.892
370,112.965,40,0.120,40.191,429.074
371,121.058,29,0.111,30.399,243.634
372,97.654,22,0.143,26.826,119.230
373,82.802,14,0.099,26.950,258.969
374,95.016,27,0.129,29.338,153.081
375,135.262,23,0.113,30.743,140.283
376,98.020,18,0.127,24.085,226.162
377,167.388,34,0.120,28.721,326.855
378,91.383,10,0.094,36.303,437.848
379,147.588,29,0.135,35.167,392.805
380,91.589,29,0.107,38.825,418.397
381,83.093,14,0.129,19.386,193.399
382,124.541,28,0.110,30.885,290.555
383,82.286,11,0.107,16.808,199.418
384,103.653,12,0.110,22.085,113.642
385,116.796,31,0.139,30.968,430.129
386,81.882,13,0.108,54.544,372.464
387,83.966,12,0.145,38.222,350.978
388,130.127,10,0.154,19.640,7.073
389,120.185,19,0.119,22.750,205.191
390,85.290,11,0.104,20.338,161.991
391,89.965,17,0.151,21.404,375.006
392,93.054,4,0.101,23.932,79.998
393,118.580,19,0.183,21.297,165.815
394,104.676,27,0.157,32.061,320.171
395,89.327,9,0.155,19.484,124.873
396,114.674,13,0.094,32.956,152.383
397,121.969,14,0.223,23.011,22.819
398,90.444,10,0.151,21.309,368.072
399,170.683,33,0.099,30.823,270.482
400,107.840,27,0.173,36.554,415.936
401,116.458,31,0.127,35.931,336.336
402,103.671,32,0.135,33.954,349.940
403,103.887,19,0.122,34.562,400.189
404,126.437,20,0.124,27.649,233.523
405,114.026,33,0.121,36.073,307.862
406,108.750,17,0.150,22.156,203.515
407,91.326,7,0.153,23.096,3.676
408,127.808,14,0.101,28.115,181.163
409,88.857,11,0.149,21.707,161.291
410,89.158,11,0.197,23.115,421.376
411,88.998,24,0.136,37.214,307.758
412,126.803,29,0.117,35.121,326.091
413,126.907,22,0.118,27.544,272.641
414,119.800,27,0.118,45.441,386.913
415,122.654,21,0.118,26.406,237.421
416,103.615,21,0.177,18.811,196.811
417,101.803,16,0.109,39.701,356.239
418,111.482,25,0.107,34.840,312.431
419,102.648,18,0.111,32.257,225.463
420,119.659,31,0.134,29.062,285.127
421,128.014,17,0.143,27.557,129.781
422,102.949,9,0.099,26.550,4.787
423,119.096,13,0.149,27.047,115.086
424,86.904,12,0.131,24.839,418.314
425,120.739,21,0.108,27.716,180.516
426,82.605,9,0.095,32.088,3.755
427,130.127,23,0.109,34.728,314.717
428,86.069,15,0.131,22.289,238.855
429,101.935,26,0.152,35.765,367.376
430,88.810,16,0.198,30.634,351.984
431,102.686,11,0.104,25.085,391.663
432,117.077,22,0.098,36.289,272.035
433,82.896,13,0.196,26.699,413.358
434,165.388,29,0.129,27.010,238.364
435,93.025,13,0.144,25.817,369.460
436,82.652,9,0.101,28.406,407.209
437,123.593,18,0.162,21.117,165.450
438,118.852,20,0.138,23.118,213.903
439,127.573,34,0.157,29.305,274.947
440,103.643,13,0.145,21.682,149.131
441,89.251,11,0.121,23.771,140.407
442,100.864,15,0.131,32.562,390.874
443,90.519,23,0.109,31.612,358.408
444,124.372,16,0.110,29.624,170.327
445,119.725,23,0.116,33.447,373.500
446,86.078,30,0.112,34.957,315.045
447,120.898,12,0.153,18.183,1.702
448,85.984,6,0.194,18.387,97.764
449,100.930,24,0.133,32.259,306.669
450,103.324,10,0.117,19.336,136.933
451,101.775,13,0.180,18.948,182.263
452,123.921,38,0.111,34.212,336.668
453,103.662,15,0.124,24.616,18.825
454,77.648,4,0.103,18.500,62.866
455,98.095,9,0.122,27.423,405.470
456,110.450,18,0.135,32.052,388.173
457,102.385,10,0.100,27.078,182.319
458,115.669,24,0.127,25.445,224.991
459,124.025,17,0.167,24.732,200.983
460,164.872,15,0.186,17.936,127.227
461,124.344,31,0.133,34.447,323.992
462,104.563,9,0.116,22.090,94.104
463,143.777,22,0.163,30.711,343.236
464,130.239,19,0.113,22.155,146.918
465,120.964,19,0.115,34.081,391.726
466,92.068,24,0.116,31.355,260.128
467,122.926,16,0.143,18.590,208.763
468,113.792,25,0.149,34.807,295.663
469,114.148,16,0.134,28.255,248.875
470,99.221,20,0.173,21.569,162.227
471,120.870,21,0.174,23.756,314.329
472,130.962,25,0.116,23.744,197.597
473,129.545,33,0.140,26.667,230.197
474,92.969,16,0.155,20.727,154.182
475,82.173,14,0.096,29.695,127.743
476,80.380,21,0.148,34.028,218.383
477,130.324,15,0.127,29.872,169.849
478,87.064,11,0.123,19.895,121.464
479,125.433,22,0.120,27.602,352.077
480,101.897,21,0.124,29.940,396.020
481,112.477,18,0.108,28.841,253.457
482,115.012,22,0.124,24.327,146.285
483,115.125,21,0.140,30.060,362.627
484,90.303,4,0.390,11.649,122.846
485,119.856,14,0.176,24.369,394.745
486,144.312,34,0.151,26.640,276.690
487,119.086,30,0.110,30.554,231.681
488,113.932,25,0.122,33.985,373.344
489,127.930,16,0.156,23.708,203.084
490,126.418,32,0.110,42.645,298.188
491,108.609,19,0.114,30.983,216.699
492,118.260,23,0.142,24.924,150.590
493,122.560,19,0.120,24.847,139.323
494,119.791,25,0.155,29.420,343.279
495,125.799,33,0.115,34.737,306.475
496,105.418,29,0.129,33.116,380.131
497,111.238,11,0.143,19.235,119.947
498,101.090,17,0.113,35.118,392.517
499,107.474,15,0.148,21.396,269.913
500,117.584,25,0.164,24.266,341.269
501,148.546,35,0.169,27.080,371.770
502,88.444,17,0.184,24.791,302.088
503,123.452,26,0.152,24.810,159.049
504,84.595,16,0.138,26.242,328.542
505,119.340,28,0.127,23.949,276.563
506,107.098,12,0.183,21.870,210.019
507,81.572,13,0.150,22.319,321.857
508,94.068,24,0.133,25.963,147.319
509,128.493,12,0.134,23.750,390.146
510,81.506,16,0.104,25.722,202.131
511,123.011,30,0.111,35.935,215.891
512,135.600,38,0.116,38.605,343.952
513,95.063,20,0.153,21.817,226.208
514,136.332,22,0.128,19.222,135.514
515,94.114,12,0.108,21.746,199.224
516,111.360,29,0.111,31.505,288.544
517,123.151,35,0.119,29.694,269.390
518,149.485,14,0.139,20.752,161.602
519,136.238,36,0.116,34.172,297.580
520,103.315,6,0.102,23.485,32.382
521,107.305,12,0.130,21.642,41.837
522,117.566,13,0.145,17.133,146.826
523,119.575,24,0.183,23.032,204.824
524,130.221,5,0.182,15.788,56.697
525,122.579,14,0.129,19.698,185.623
526,78.324,8,0.107,23.235,23.999
527,117.650,8,0.099,19.010,227.062
528,75.216,9,0.165,18.161,172.421
