 ,ring_area,synapse_number,mean_synapse_area,mean_synapse_intensity,ring_depth
105,109.924,8,0.140,25.629,192.258
106,121.931,17,0.109,43.234,192.275
107,121.687,20,0.144,46.449,198.663
108,102.639,10,0.101,35.250,146.436
109,104.066,8,0.136,43.839,199.718
110,117.763,10,0.132,35.953,141.371
111,99.963,4,0.192,36.046,84.719
112,91.261,8,0.176,27.787,199.577
113,118.007,8,0.124,66.075,193.196
114,102.019,14,0.103,50.353,207.679
115,120.157,11,0.147,49.807,168.633
116,117.904,13,0.121,50.094,201.418
117,114.909,9,0.111,56.333,112.422
118,109.163,9,0.096,34.772,155.966
119,143.702,24,0.126,54.009,206.945
120,129.348,12,0.199,36.053,213.385
121,80.671,3,0.097,42.750,85.148
122,144.152,41,0.126,52.685,214.696
123,118.805,22,0.156,36.357,213.147
124,89.355,9,0.114,40.697,215.729
125,114.937,16,0.111,41.528,184.600
126,125.405,23,0.117,50.016,214.855
127,79.366,5,0.133,53.878,134.974
128,155.916,15,0.107,45.503,135.515
129,137.309,23,0.124,56.358,224.383
130,94.265,9,0.201,34.785,205.230
131,113.191,11,0.105,64.908,216.797
132,116.946,7,0.236,42.978,101.391
133,88.303,10,0.166,35.714,223.321
134,120.664,9,0.105,53.708,123.770
135,80.831,6,0.149,33.420,88.078
136,122.156,16,0.099,46.201,223.176
137,125.977,11,0.100,42.008,166.673
138,102.029,18,0.107,68.372,230.502
139,91.711,12,0.142,58.695,146.001
140,93.091,7,0.114,41.949,232.616
141,117.416,26,0.123,45.433,232.560
142,111.942,9,0.108,51.073,101.394
143,131.028,13,0.112,57.166,186.189
144,116.589,18,0.133,41.910,241.281
145,87.412,15,0.111,56.317,234.421
146,101.634,13,0.163,54.820,239.342
147,133.272,11,0.105,44.706,131.275
148,84.680,5,0.096,43.929,242.708
149,92.622,7,0.093,75.211,112.887
150,120.739,16,0.190,35.979,249.057
151,91.007,14,0.104,58.333,240.796
152,140.219,19,0.120,51.044,152.147
153,155.794,20,0.144,37.584,213.575
154,104.329,8,0.124,57.239,246.985
155,117.584,14,0.099,66.864,184.727
156,100.855,19,0.122,46.465,205.447
157,87.111,2,0.103,45.783,130.060
158,86.454,14,0.139,41.809,230.271
159,130.380,18,0.119,43.399,248.714
160,117.547,17,0.123,45.303,257.332
161,95.307,8,0.164,60.227,242.175
162,118.655,18,0.124,45.813,252.455
163,114.317,22,0.155,53.764,260.938
164,109.727,8,0.102,54.739,129.402
165,83.638,16,0.117,38.962,213.206
166,114.402,6,0.341,26.928,266.068
167,113.576,13,0.101,52.566,263.882
168,124.503,18,0.107,61.178,208.460
169,143.542,21,0.125,54.545,271.743
170,160.037,9,0.096,79.330,150.806
171,94.321,12,0.107,49.467,254.702
172,140.012,20,0.120,45.313,264.044
173,127.423,12,0.121,34.734,156.818
174,85.947,14,0.100,65.617,268.272
175,123.377,13,0.108,52.762,191.864
176,100.358,2,0.094,30.850,135.130
177,141.468,7,0.083,67.308,174.253
178,93.363,5,0.096,37.192,136.433
179,115.622,22,0.128,50.461,274.904
180,154.179,22,0.153,38.479,272.570
181,89.186,13,0.170,45.743,250.971
182,117.744,12,0.120,53.237,280.713
183,118.382,20,0.140,44.511,279.375
184,104.394,25,0.102,62.007,272.963
185,104.676,15,0.112,59.168,280.746
186,117.200,20,0.099,57.777,274.614
187,124.982,11,0.207,29.596,241.655
188,100.564,16,0.204,50.195,280.467
189,116.580,15,0.133,39.126,279.583
190,98.818,9,0.106,48.346,273.057
191,143.777,19,0.131,38.671,257.825
192,78.944,1,0.113,38.333,145.513
193,85.356,14,0.105,55.643,280.380
194,106.939,18,0.155,51.641,283.788
195,84.051,14,0.117,60.792,280.758
196,101.240,13,0.173,38.417,158.612
197,105.436,11,0.131,68.627,290.213
198,122.016,24,0.130,50.284,292.487
199,116.655,14,0.104,35.712,165.795
200,107.962,9,0.117,57.009,191.362
201,101.418,20,0.106,62.221,288.459
202,148.555,24,0.132,42.960,237.561
203,91.758,20,0.104,55.153,296.037
204,109.342,8,0.160,28.125,162.996
205,147.354,18,0.158,50.797,298.992
206,95.316,9,0.226,38.469,304.897
207,108.281,18,0.160,36.984,173.919
208,109.764,22,0.136,49.033,302.055
209,94.706,2,0.099,80.238,170.561
210,96.837,13,0.147,43.254,309.864
211,104.160,8,0.153,52.936,308.442
212,114.102,19,0.119,59.263,306.814
213,103.465,9,0.102,47.897,314.657
214,128.118,18,0.155,41.901,197.499
215,127.686,17,0.134,51.056,314.974
216,79.601,22,0.159,39.031,260.119
217,128.165,25,0.106,48.236,317.355
218,98.048,12,0.204,34.786,312.640
219,94.734,9,0.102,49.077,306.371
220,102.939,13,0.113,59.278,314.107
221,86.154,17,0.103,48.015,222.361
222,112.017,16,0.160,48.070,319.783
223,95.692,3,0.266,23.416,181.360
224,124.926,18,0.114,53.222,259.579
225,106.479,18,0.129,45.311,315.988
226,113.604,10,0.112,52.504,316.118
227,92.894,12,0.185,35.258,263.963
228,97.907,18,0.106,46.381,229.139
229,101.616,15,0.133,52.484,318.118
230,91.026,10,0.105,54.081,206.726
231,114.571,5,0.156,43.255,191.761
232,107.126,14,0.190,44.079,329.729
233,96.649,15,0.103,49.012,200.151
234,101.813,16,0.209,32.619,328.710
235,103.634,7,0.121,50.337,196.891
236,116.777,15,0.106,35.426,301.940
237,95.588,20,0.117,43.969,333.659
238,108.750,18,0.102,49.005,329.323
239,101.418,22,0.123,55.027,333.992
240,126.869,35,0.134,49.677,284.267
241,121.537,11,0.137,48.509,258.986
242,116.955,14,0.135,38.423,327.712
243,80.136,9,0.100,58.604,335.654
244,100.883,13,0.139,47.261,336.294
245,100.470,16,0.110,47.141,335.301
246,139.928,23,0.109,61.934,272.670
247,132.615,11,0.125,47.020,236.744
248,97.166,25,0.131,60.631,342.281
249,118.777,22,0.125,53.091,225.000
250,122.128,20,0.096,61.694,247.316
251,110.487,18,0.126,46.461,303.122
252,96.696,13,0.129,41.958,343.569
253,94.847,16,0.136,57.055,341.684
254,119.021,17,0.131,41.996,258.850
255,114.308,22,0.108,49.833,345.539
256,118.326,30,0.112,54.206,215.561
257,106.000,22,0.111,65.428,351.372
258,119.603,16,0.137,42.531,352.304
259,146.499,14,0.121,57.422,223.017
260,109.511,21,0.121,46.348,352.530
261,136.501,11,0.104,37.476,219.771
262,96.893,12,0.120,45.475,348.844
263,114.158,10,0.177,33.405,326.178
264,97.964,14,0.113,50.620,356.083
265,97.475,20,0.101,48.620,220.001
266,103.024,18,0.155,36.500,343.076
267,118.467,22,0.113,49.313,341.164
268,81.638,7,0.087,46.197,355.809
269,98.123,13,0.139,39.407,359.510
270,82.755,9,0.106,42.349,247.420
271,119.640,15,0.123,47.615,365.774
272,115.500,19,0.111,41.987,359.845
273,108.159,18,0.186,48.509,361.950
274,113.022,22,0.132,57.433,368.192
275,91.861,8,0.140,38.756,255.596
276,90.256,8,0.130,42.759,361.504
277,116.927,23,0.118,52.381,293.999
278,108.412,10,0.182,37.450,368.000
279,120.570,13,0.105,62.828,373.563
280,117.641,21,0.112,42.627,247.627
281,103.812,8,0.143,35.421,238.342
282,104.685,25,0.100,58.773,375.239
283,109.126,20,0.121,53.905,315.723
284,90.904,16,0.102,46.744,370.575
285,117.293,14,0.151,50.760,283.753
286,112.928,32,0.115,68.755,375.037
287,102.902,18,0.097,56.727,373.414
288,98.283,14,0.103,41.696,336.829
289,98.142,7,0.102,61.709,247.832
290,122.983,12,0.120,46.298,250.435
291,99.428,11,0.149,41.130,380.444
292,109.943,18,0.100,56.108,379.948
293,98.067,17,0.108,51.601,385.844
294,96.724,4,0.371,29.771,389.652
295,111.163,12,0.192,33.253,384.470
296,89.787,9,0.103,59.617,323.007
297,114.937,18,0.116,70.592,360.724
298,131.141,20,0.130,45.364,338.878
299,90.829,20,0.153,43.625,331.120
300,90.838,10,0.134,49.184,378.518
301,102.376,14,0.157,46.033,372.078
302,102.395,28,0.109,61.030,399.186
303,104.460,15,0.136,46.737,354.647
304,108.065,14,0.123,54.518,329.746
305,197.504,22,0.116,40.792,275.849
306,118.354,22,0.114,41.552,407.357
307,101.024,9,0.128,42.297,394.101
308,105.530,16,0.175,48.007,398.285
309,108.056,9,0.096,47.920,402.756
310,141.890,27,0.110,57.292,286.030
311,143.702,11,0.143,35.890,408.579
312,116.880,17,0.172,44.781,412.691
313,101.465,15,0.118,44.062,318.684
314,77.779,12,0.112,45.884,380.362
315,106.591,12,0.102,73.470,395.464
316,87.843,12,0.134,36.634,317.471
317,84.342,20,0.112,45.139,292.759
318,125.348,21,0.114,46.899,416.603
319,147.044,22,0.137,41.330,297.660
320,119.734,19,0.113,53.059,350.941
321,105.906,21,0.162,39.401,346.633
322,100.874,15,0.170,46.969,303.761
323,131.047,19,0.148,46.368,394.588
324,86.323,15,0.097,46.606,420.388
325,103.643,16,0.159,41.126,410.133
326,101.296,9,0.169,46.432,387.769
327,118.232,8,0.121,41.962,425.543
328,123.593,7,0.117,31.267,430.088
329,106.356,18,0.119,35.515,430.973
330,92.537,10,0.314,23.936,424.552
331,94.302,9,0.198,48.704,380.906
332,121.687,14,0.129,35.703,318.774
333,95.138,5,0.253,45.015,296.790
334,134.079,20,0.097,59.732,364.189
335,112.872,19,0.158,37.609,430.830
336,118.946,11,0.125,41.161,437.891
337,102.874,15,0.104,54.578,348.551
338,94.800,11,0.121,44.721,432.734
339,132.577,21,0.110,42.657,308.002
340,113.735,10,0.097,36.689,432.026
341,110.910,15,0.123,38.644,390.240
342,101.860,21,0.137,47.476,359.076
343,108.638,12,0.128,47.226,331.186
344,120.485,15,0.100,60.127,318.111
345,113.238,26,0.148,39.689,349.304
346,118.420,19,0.146,47.139,310.655
347,104.526,21,0.118,46.199,422.476
348,114.543,17,0.110,41.688,342.218
349,84.811,10,0.115,62.143,428.500
350,105.718,19,0.133,43.251,370.528
351,105.990,13,0.100,45.929,420.330
352,93.185,19,0.126,53.853,317.701
353,109.511,3,0.341,22.404,458.298
354,115.529,12,0.108,36.826,452.044
355,97.391,4,0.103,29.841,456.631
356,108.572,14,0.112,47.605,416.507
357,126.963,18,0.172,44.374,405.117
358,195.073,32,0.126,57.073,342.584
359,90.810,20,0.155,32.786,325.579
360,111.520,11,0.126,42.885,465.819
361,110.731,20,0.123,48.109,349.319
362,128.296,26,0.234,29.776,360.087
363,129.488,5,0.109,29.448,469.913
364,109.286,7,0.133,26.434,466.905
365,123.396,12,0.218,30.861,463.352
366,126.419,17,0.198,34.915,337.941
367,107.248,21,0.154,49.384,392.637
368,108.891,17,0.142,47.561,382.758
369,100.583,24,0.128,52.665,356.082
370,84.285,20,0.128,39.181,364.661
371,115.144,27,0.136,50.560,363.862
372,102.442,25,0.129,62.133,385.090
373,112.139,9,0.156,36.121,486.863
374,118.542,18,0.168,45.301,416.753
375,130.512,14,0.113,52.599,476.967
376,90.359,7,0.300,30.117,395.031
377,96.208,9,0.108,52.991,492.324
378,105.371,24,0.099,62.125,359.860
379,103.296,14,0.100,49.242,404.485
380,104.826,12,0.108,55.947,383.997
381,115.125,20,0.138,42.968,361.222
382,96.649,14,0.130,46.252,463.194
383,111.248,20,0.132,54.761,372.607
384,99.315,18,0.115,44.596,382.801
385,94.753,5,0.253,24.427,492.492
386,98.358,18,0.123,44.814,380.486
387,78.446,9,0.107,83.009,403.332
388,113.219,19,0.207,31.406,444.293
389,86.191,14,0.112,49.678,369.095
390,93.861,8,0.104,37.436,500.145
391,106.525,17,0.135,42.486,372.198
392,98.809,8,0.162,48.931,370.316
393,118.505,7,0.157,33.221,508.388
394,124.963,11,0.137,40.873,503.364
395,108.178,3,0.110,25.300,506.909
396,87.947,7,0.133,39.792,473.555
397,119.697,10,0.188,40.401,445.022
398,102.761,5,0.201,37.374,510.093
399,90.528,17,0.194,63.615,387.866
400,100.855,15,0.211,32.296,428.369
401,88.181,12,0.142,53.604,384.570
402,108.844,8,0.244,23.995,512.013
403,91.495,15,0.116,41.155,379.526
404,112.430,19,0.173,36.455,399.778
405,103.531,9,0.096,45.946,518.065
406,114.008,3,0.238,19.329,520.328
407,102.845,17,0.098,54.646,394.239
408,91.786,6,0.128,55.702,388.836
409,95.851,8,0.171,27.497,521.605
410,104.329,17,0.183,34.924,405.712
411,98.705,18,0.160,37.621,392.375
412,90.885,9,0.170,27.988,521.426
413,105.436,17,0.108,65.883,462.909
414,93.777,17,0.146,50.945,412.619
415,103.653,9,0.091,42.511,495.516
416,123.593,10,0.100,71.226,476.089
417,79.695,1,0.094,34.000,528.163
418,120.955,11,0.156,43.478,452.901
419,92.406,14,0.158,40.028,407.264
420,87.684,9,0.104,53.530,423.304
421,105.915,6,0.186,38.546,526.555
422,132.605,18,0.127,43.643,446.182
423,115.350,22,0.131,68.211,418.805
424,88.576,3,0.185,36.090,536.725
425,120.983,8,0.117,48.564,509.094
426,111.661,15,0.105,53.288,436.931
427,132.812,8,0.134,39.678,522.017
428,118.317,21,0.107,55.377,472.597
429,104.901,24,0.111,49.615,415.388
430,133.638,2,0.164,29.914,550.354
431,160.225,4,0.087,69.756,553.830
432,117.181,20,0.097,62.183,418.479
433,132.145,5,0.100,43.564,509.327
434,120.485,14,0.137,45.956,460.381
435,89.759,8,0.094,62.476,491.006
436,126.315,8,0.115,38.194,498.569
437,140.763,9,0.119,38.248,481.409
438,89.280,6,0.106,45.118,526.094
439,104.244,7,0.134,56.130,541.913
440,91.458,7,0.197,26.361,473.797
