 ,ring_area,synapse_number,mean_synapse_area,mean_synapse_intensity,ring_depth
86,98.442,15,0.145,10.202,496.292
87,93.852,14,0.178,9.397,347.203
88,114.158,18,0.115,13.902,241.793
89,102.601,21,0.101,13.752,368.955
90,122.569,21,0.183,14.405,270.484
91,116.035,21,0.184,10.593,255.078
92,90.810,15,0.101,13.245,360.432
93,140.857,31,0.114,10.070,195.396
94,156.084,29,0.122,9.789,162.546
95,87.092,18,0.114,14.329,350.607
96,124.869,15,0.138,9.374,214.570
97,94.668,12,0.104,10.014,146.085
98,115.256,20,0.139,12.176,325.654
99,126.785,28,0.125,12.882,282.360
100,112.280,18,0.148,9.277,442.491
101,115.050,22,0.145,10.577,452.359
102,140.275,30,0.107,10.772,412.233
103,96.546,17,0.121,11.707,356.053
104,82.746,18,0.177,9.333,243.231
105,105.324,19,0.154,13.415,370.827
106,118.842,19,0.132,9.283,232.107
107,112.036,16,0.155,9.549,166.155
108,130.324,20,0.126,10.665,306.490
109,124.165,25,0.173,11.862,288.177
110,141.026,22,0.136,10.148,211.557
111,123.020,26,0.141,12.002,251.426
112,111.848,18,0.119,12.942,325.388
113,154.244,55,0.125,13.711,263.619
114,92.819,15,0.102,12.228,188.226
115,109.069,10,0.151,9.175,162.134
116,112.083,14,0.141,9.244,222.087
117,130.549,15,0.126,10.233,191.320
118,94.987,29,0.140,13.730,322.935
119,92.509,21,0.139,16.118,312.958
120,90.322,11,0.107,11.622,176.426
121,128.202,10,0.117,13.421,227.422
122,110.637,20,0.162,9.184,150.644
123,113.219,21,0.127,10.270,453.878
124,118.514,27,0.135,12.829,364.881
125,90.847,9,0.138,10.532,343.406
126,134.614,11,0.183,7.935,137.705
127,91.382,11,0.180,9.000,404.431
128,158.816,33,0.130,12.156,289.830
129,103.249,25,0.134,13.569,308.215
130,88.078,13,0.108,11.753,196.275
131,141.326,27,0.131,13.492,326.245
132,107.473,13,0.133,12.623,157.574
133,123.424,31,0.120,11.627,375.867
134,129.291,22,0.155,8.913,444.297
135,145.570,23,0.128,10.869,167.501
136,111.989,25,0.130,16.725,267.701
137,95.823,17,0.129,14.764,453.649
138,107.896,14,0.150,10.674,243.405
139,150.348,25,0.131,11.075,411.701
140,120.898,28,0.153,12.262,347.337
141,122.457,19,0.135,12.654,255.820
142,150.799,37,0.130,15.162,297.263
143,129.789,17,0.123,10.801,143.953
144,116.035,20,0.130,14.291,441.278
145,121.264,24,0.141,11.625,394.756
146,117.537,29,0.122,16.571,288.990
147,119.246,35,0.121,12.548,279.340
148,86.707,16,0.150,12.659,345.333
149,140.876,29,0.115,12.719,163.170
150,85.684,12,0.108,10.791,197.794
151,103.925,11,0.121,11.640,423.247
152,124.513,12,0.134,12.034,226.188
153,120.757,30,0.113,14.334,316.170
154,102.432,17,0.138,9.872,216.094
155,102.507,3,0.116,12.465,2.235
156,135.506,20,0.130,12.221,176.461
157,103.709,22,0.123,14.735,390.333
158,111.642,20,0.128,9.791,135.218
159,107.220,15,0.112,14.743,455.329
160,82.830,11,0.195,11.179,464.617
161,134.023,24,0.130,11.358,363.305
162,92.312,24,0.118,17.094,302.275
163,174.278,37,0.157,13.343,338.200
164,116.993,21,0.127,27.684,413.428
165,91.692,14,0.111,16.145,153.533
166,97.203,28,0.161,18.197,291.723
167,103.399,27,0.125,17.551,278.066
168,130.756,21,0.136,11.831,217.840
169,105.042,17,0.128,15.841,321.631
170,117.509,27,0.136,13.252,253.377
171,106.910,18,0.130,9.834,236.540
172,78.840,14,0.113,12.232,182.432
173,129.526,27,0.124,11.557,169.635
174,104.479,15,0.105,15.000,141.187
175,101.662,21,0.135,10.899,394.597
176,120.795,24,0.194,10.812,265.539
177,107.258,19,0.172,9.283,227.164
178,108.403,15,0.170,10.287,458.060
179,106.910,20,0.138,10.267,123.784
180,121.048,19,0.122,9.944,144.540
181,143.796,32,0.132,14.697,297.091
182,106.225,33,0.141,14.468,368.356
183,85.881,20,0.181,11.765,375.952
184,122.475,27,0.133,12.005,274.659
185,96.668,37,0.112,16.149,313.114
186,130.446,26,0.138,12.494,446.710
187,129.282,27,0.156,11.243,227.011
188,102.244,22,0.125,11.868,126.631
189,130.371,21,0.148,9.401,165.000
190,90.725,18,0.159,11.791,385.049
191,114.392,16,0.117,12.600,334.406
192,70.842,11,0.143,15.147,455.893
193,95.842,30,0.135,14.637,344.223
194,87.937,11,0.115,11.056,81.136
195,135.759,35,0.131,15.776,280.411
196,92.453,13,0.126,13.989,211.032
197,124.222,29,0.121,11.355,254.406
198,143.833,26,0.183,9.635,170.929
199,96.433,15,0.112,15.535,203.159
200,101.371,20,0.143,11.218,122.926
201,94.424,10,0.134,7.593,450.738
202,96.705,28,0.215,13.076,359.689
203,126.785,27,0.134,15.175,346.713
204,96.555,21,0.146,13.649,295.791
205,103.690,27,0.125,19.854,377.219
206,110.712,17,0.127,12.911,429.330
207,172.739,35,0.149,11.865,220.511
208,112.496,28,0.141,18.862,300.512
209,96.593,20,0.156,12.852,315.556
210,91.627,30,0.131,16.624,276.502
211,102.019,25,0.141,11.127,165.684
212,100.817,23,0.123,18.873,324.990
213,121.696,26,0.108,14.191,140.845
214,114.683,23,0.172,10.225,200.964
215,88.801,9,0.149,9.483,444.387
216,105.089,19,0.135,10.191,148.110
217,113.360,31,0.110,16.696,237.704
218,119.274,43,0.111,17.719,259.450
219,103.512,12,0.128,9.805,104.528
220,106.140,27,0.137,15.002,393.872
221,83.750,2,0.108,8.600,1.532
222,117.049,21,0.136,11.163,128.682
223,111.107,21,0.152,14.606,409.858
224,93.814,30,0.121,13.896,248.002
225,140.697,36,0.113,17.448,317.183
226,115.209,29,0.111,21.165,367.799
227,98.555,27,0.138,19.408,332.660
228,201.973,40,0.104,13.177,168.619
229,100.386,28,0.134,14.148,302.416
230,99.334,16,0.133,12.368,119.691
231,112.177,36,0.123,14.617,399.430
232,114.299,35,0.119,18.856,385.080
233,85.506,12,0.096,11.985,137.901
234,131.751,17,0.123,12.317,202.586
235,99.419,21,0.114,20.417,281.522
236,112.862,30,0.135,14.914,244.068
237,143.805,44,0.121,17.971,321.723
238,94.321,8,0.115,16.212,435.196
239,97.043,11,0.125,11.089,139.851
240,118.870,20,0.109,11.823,129.487
241,123.198,22,0.107,18.620,422.292
242,87.440,12,0.108,15.210,62.474
243,105.267,18,0.139,13.094,400.899
244,81.703,21,0.123,16.901,283.036
245,121.180,35,0.114,18.400,257.971
246,122.466,25,0.114,14.810,185.292
247,100.498,30,0.134,18.272,336.765
248,107.840,32,0.117,16.020,372.945
249,107.361,41,0.118,20.718,286.069
250,94.349,30,0.122,14.524,239.112
251,89.524,16,0.133,14.978,230.192
252,111.294,38,0.128,15.295,262.249
253,111.360,23,0.115,11.524,127.350
254,88.406,29,0.116,19.430,268.340
255,82.670,18,0.142,12.688,219.906
256,110.036,21,0.127,9.653,156.687
257,88.782,9,0.125,13.375,87.431
258,122.184,28,0.138,17.082,275.157
259,91.204,17,0.163,13.697,297.686
260,101.841,26,0.114,19.356,374.737
261,99.409,35,0.154,21.910,333.038
262,127.085,27,0.166,13.241,197.383
263,95.729,29,0.132,18.294,310.836
264,90.369,22,0.137,11.369,412.135
265,115.585,21,0.147,10.411,178.764
266,82.699,13,0.136,11.950,83.596
267,86.182,22,0.112,13.945,144.089
268,132.708,26,0.131,12.082,158.367
269,110.534,34,0.138,18.531,248.862
270,77.122,19,0.141,20.890,382.841
271,93.213,14,0.137,9.589,420.212
272,92.359,28,0.120,19.593,367.851
273,97.391,16,0.148,16.480,288.888
274,146.405,40,0.134,14.331,224.097
275,95.363,23,0.119,23.283,351.022
276,101.897,28,0.135,11.511,143.730
277,88.238,23,0.137,10.663,151.253
278,105.662,28,0.146,13.663,411.643
279,92.856,26,0.170,20.012,384.729
280,103.568,25,0.144,20.518,341.170
281,82.736,22,0.134,11.437,415.536
282,102.254,30,0.120,20.045,315.324
283,91.298,30,0.114,27.671,360.315
284,120.786,18,0.122,14.486,169.341
285,98.555,34,0.118,15.778,258.809
286,120.710,34,0.143,12.692,134.799
287,137.233,40,0.144,13.082,208.177
288,86.153,37,0.110,16.160,251.132
289,105.061,19,0.113,13.844,105.984
290,90.509,23,0.148,16.802,244.578
291,102.366,28,0.161,19.102,381.032
292,104.948,23,0.134,13.949,410.295
293,102.254,41,0.119,23.565,366.769
294,90.293,13,0.104,18.088,93.229
295,95.044,24,0.099,24.405,347.919
296,101.165,17,0.152,11.134,143.767
297,98.048,27,0.116,20.841,308.878
298,119.321,32,0.132,12.821,198.592
299,96.208,27,0.150,20.109,360.017
300,133.553,45,0.110,19.815,251.171
301,93.955,33,0.148,16.850,323.981
302,91.326,16,0.117,13.407,140.584
303,116.514,24,0.108,14.616,175.232
304,96.170,24,0.110,18.688,294.836
305,114.749,19,0.102,13.986,147.519
306,92.180,29,0.129,18.403,259.540
307,113.932,36,0.119,19.205,230.405
308,119.725,16,0.128,11.119,130.597
309,103.446,32,0.133,18.679,393.334
310,104.497,25,0.112,16.943,332.860
311,80.737,16,0.136,12.632,194.250
312,115.341,20,0.103,12.902,112.923
313,109.558,17,0.114,16.862,263.364
314,94.987,30,0.117,23.652,358.895
315,115.528,24,0.127,14.551,399.949
316,92.575,14,0.164,13.952,299.561
317,107.727,37,0.119,16.444,227.854
318,98.949,16,0.202,10.782,158.904
319,114.918,19,0.109,16.104,138.583
320,117.528,33,0.149,16.007,233.813
321,97.090,15,0.101,11.977,120.142
322,111.294,13,0.105,10.032,108.355
323,114.270,40,0.120,16.954,290.037
324,133.103,18,0.101,11.292,181.479
325,83.694,22,0.132,12.453,202.798
326,111.848,20,0.111,13.535,147.155
327,102.864,10,0.150,18.353,393.724
328,130.549,20,0.159,11.386,165.441
329,99.794,19,0.137,10.954,119.741
330,104.441,23,0.104,21.399,351.492
331,79.300,16,0.119,12.920,151.196
332,107.239,31,0.135,15.934,259.742
333,123.752,28,0.122,14.597,242.833
334,94.199,22,0.144,14.624,377.636
335,99.972,20,0.107,17.362,124.686
336,147.692,34,0.140,13.800,170.154
337,98.668,36,0.125,16.281,350.381
338,114.336,30,0.152,13.788,269.703
339,122.898,33,0.113,23.939,364.211
340,106.807,18,0.099,16.578,136.673
341,144.978,43,0.127,16.536,288.519
342,98.696,41,0.117,28.100,312.550
343,87.036,17,0.105,20.330,384.123
344,138.031,25,0.105,15.997,211.343
345,112.167,30,0.108,26.906,321.795
346,116.223,19,0.099,12.705,124.679
347,124.935,24,0.137,12.549,157.954
348,103.615,20,0.122,14.216,181.518
349,97.701,18,0.104,18.524,263.724
350,139.224,37,0.117,12.799,190.705
351,143.720,40,0.123,18.498,375.250
352,122.879,18,0.115,13.268,140.756
353,116.045,24,0.104,17.000,229.908
354,100.780,30,0.115,19.151,317.693
355,118.833,33,0.111,21.287,291.481
356,98.574,37,0.122,19.888,307.659
357,141.749,20,0.140,14.912,121.356
358,97.006,25,0.108,28.469,350.379
359,120.025,27,0.116,14.689,246.267
360,95.513,26,0.155,27.196,341.138
361,179.029,28,0.142,21.722,368.293
362,93.898,31,0.152,14.796,220.785
363,94.143,20,0.187,11.465,172.988
364,94.725,32,0.134,12.682,191.745
365,83.468,23,0.112,12.986,132.194
366,144.218,44,0.137,12.934,183.393
367,116.261,33,0.154,14.229,264.008
368,93.495,20,0.239,14.992,114.857
369,138.031,29,0.112,15.232,150.697
370,105.981,18,0.202,20.398,105.894
371,85.074,20,0.108,15.498,304.930
372,100.123,22,0.126,11.434,93.582
373,98.564,17,0.097,13.939,235.862
374,105.755,24,0.165,14.378,161.359
375,123.884,34,0.142,14.873,281.552
376,134.961,28,0.158,17.875,114.211
377,88.087,22,0.143,16.584,106.677
378,79.356,15,0.137,12.794,31.709
379,114.317,34,0.113,19.259,258.027
380,87.299,22,0.131,19.235,327.529
381,116.082,23,0.159,15.624,362.189
382,105.220,21,0.117,11.011,120.289
383,91.636,22,0.125,15.433,180.988
384,167.190,21,0.129,10.644,99.240
385,123.508,39,0.139,20.229,294.398
386,112.430,35,0.138,19.391,267.858
387,109.745,31,0.138,19.041,338.745
388,96.771,24,0.140,11.610,150.065
389,96.142,28,0.114,17.958,257.568
390,88.679,14,0.123,26.258,362.299
391,91.645,22,0.133,12.887,232.800
392,90.735,37,0.113,15.737,240.374
393,121.809,28,0.111,12.381,201.475
394,112.355,19,0.119,17.996,356.521
395,114.439,38,0.123,18.150,227.235
396,107.699,22,0.129,12.748,172.233
397,102.273,31,0.125,21.748,348.510
398,122.297,35,0.180,16.104,324.887
399,113.585,40,0.121,22.859,283.235
400,87.759,16,0.100,11.520,74.743
401,115.866,25,0.113,21.691,250.054
402,143.138,30,0.123,12.579,130.228
403,110.196,22,0.123,14.963,147.921
404,88.125,14,0.111,16.191,356.402
405,120.692,38,0.157,13.200,191.903
406,120.241,28,0.125,12.808,134.969
407,102.751,33,0.135,12.329,114.896
408,126.193,38,0.119,20.563,275.351
409,117.068,35,0.122,15.131,254.544
410,97.250,31,0.108,19.373,310.295
411,114.599,20,0.112,19.952,351.873
412,104.291,11,0.185,10.122,2.033
413,116.721,39,0.118,22.464,319.456
414,86.735,23,0.137,13.350,184.116
415,105.840,25,0.138,12.393,144.917
416,120.945,33,0.124,16.369,233.260
417,117.387,26,0.145,11.641,131.995
418,96.536,31,0.113,18.232,290.993
419,114.073,26,0.133,22.307,325.815
420,103.380,19,0.106,12.330,121.113
421,94.828,15,0.129,19.484,349.002
422,102.686,19,0.145,15.110,221.397
423,129.366,28,0.132,13.509,256.218
424,129.535,36,0.111,19.966,345.356
425,104.882,28,0.114,17.639,301.742
426,112.918,26,0.133,11.901,165.896
427,146.161,32,0.129,14.119,150.616
428,128.174,26,0.137,15.576,220.756
429,92.049,14,0.131,16.353,187.331
430,122.128,20,0.116,13.514,172.817
431,118.720,38,0.123,19.990,283.788
432,92.021,19,0.139,12.071,198.778
433,105.352,27,0.175,15.119,270.298
434,100.836,14,0.121,11.978,114.368
435,107.586,22,0.177,14.640,188.839
436,110.571,21,0.144,13.652,176.392
437,108.487,45,0.126,18.431,311.299
438,184.445,28,0.134,11.591,157.196
439,117.134,21,0.110,14.562,329.452
440,92.988,7,0.114,11.618,5.500
