 ,ring_area,synapse_number,mean_synapse_area,mean_synapse_intensity,ring_depth
55,91.890,3,0.100,14.344,0.835
56,142.500,27,0.122,23.052,346.292
57,120.758,25,0.114,25.679,115.739
58,133.281,3,0.125,22.850,0.752
59,143.204,43,0.121,23.496,404.807
60,100.095,14,0.117,17.567,355.574
61,86.717,17,0.127,15.979,82.547
62,137.065,36,0.118,21.260,361.988
63,85.712,15,0.150,18.557,337.883
64,101.916,23,0.116,22.497,98.464
65,107.633,4,0.284,12.587,1.567
66,109.126,20,0.120,28.169,247.171
67,123.208,31,0.130,24.078,159.937
68,112.646,18,0.137,23.354,173.059
69,107.136,24,0.124,20.571,210.884
70,123.677,28,0.134,18.764,120.026
71,171.462,33,0.135,20.594,442.368
72,107.887,17,0.109,25.163,138.856
73,123.593,24,0.172,19.083,383.543
74,99.841,28,0.132,26.045,353.064
75,128.127,18,0.117,17.419,89.586
76,99.400,25,0.143,23.477,314.989
77,123.996,35,0.123,24.342,338.146
78,91.561,20,0.216,20.687,176.174
79,82.868,13,0.145,23.995,417.200
80,88.181,0,0.000,19.000,1.450
81,118.664,18,0.145,22.000,359.756
82,119.274,33,0.136,27.056,275.287
83,168.852,32,0.115,22.680,445.469
84,104.901,15,0.192,31.839,257.232
85,140.031,43,0.154,21.954,207.973
86,91.824,5,0.115,14.556,0.762
87,107.352,19,0.101,26.787,149.148
88,101.024,20,0.153,17.405,377.235
89,90.021,13,0.207,30.993,417.604
90,95.964,26,0.153,24.667,319.216
91,113.191,13,0.103,26.522,96.889
92,99.541,27,0.151,26.349,365.094
93,87.289,17,0.179,22.006,344.798
94,101.878,23,0.140,26.877,331.404
95,87.843,21,0.126,31.535,273.194
96,127.648,30,0.145,24.969,234.166
97,90.754,23,0.128,26.404,339.314
98,162.252,31,0.158,20.726,447.678
99,94.828,20,0.112,19.534,137.467
100,80.446,17,0.116,22.929,299.214
101,102.113,8,0.150,14.583,53.471
102,93.654,23,0.124,22.405,371.191
103,98.208,21,0.107,25.083,184.783
104,92.350,4,0.099,17.357,3.954
105,124.841,8,0.204,16.022,100.939
106,131.019,31,0.153,23.115,242.620
107,89.937,27,0.148,26.834,323.399
108,118.589,3,0.160,13.492,2.581
109,116.495,27,0.124,25.275,274.146
110,84.971,14,0.130,16.756,118.604
111,90.697,13,0.138,20.944,208.168
112,128.540,19,0.121,29.786,429.672
113,107.736,28,0.218,22.592,349.550
114,126.832,30,0.152,20.922,154.286
115,79.788,4,0.214,12.737,458.157
116,96.574,16,0.144,20.602,232.325
117,79.535,12,0.138,17.421,123.929
118,106.525,22,0.146,20.371,104.609
119,154.310,7,0.131,11.893,1.934
120,112.459,22,0.145,18.390,210.841
121,155.925,19,0.134,16.918,457.047
122,124.503,11,0.137,26.262,175.944
123,103.803,24,0.131,23.765,301.073
124,104.789,33,0.135,38.751,351.709
125,104.817,16,0.131,18.935,410.411
126,98.264,19,0.113,20.719,102.152
127,103.380,18,0.176,17.425,371.621
128,115.923,21,0.144,20.310,123.678
129,142.172,26,0.125,19.783,111.068
130,102.676,15,0.183,18.252,141.907
131,101.240,28,0.164,21.427,276.287
132,101.963,30,0.141,27.666,347.722
133,114.693,32,0.172,37.370,286.361
134,169.181,40,0.167,24.069,257.084
135,105.662,13,0.156,16.671,442.513
136,119.885,35,0.120,29.964,226.117
137,120.438,31,0.154,14.655,105.418
138,142.923,17,0.147,14.802,458.664
139,121.678,16,0.187,13.888,430.621
140,149.766,25,0.118,27.483,390.605
141,111.548,21,0.177,21.909,332.442
142,100.301,20,0.157,21.528,374.551
143,129.348,18,0.158,14.914,96.556
144,90.331,20,0.122,19.664,174.149
145,82.962,17,0.155,20.354,211.396
146,129.610,27,0.158,18.588,150.604
147,112.008,20,0.118,22.419,119.260
148,129.385,30,0.164,25.126,279.759
149,129.582,19,0.170,16.852,186.000
150,116.664,29,0.159,17.856,416.427
151,96.593,17,0.156,22.524,354.588
152,95.832,17,0.108,24.857,162.646
153,111.717,25,0.188,25.436,341.644
154,102.423,7,0.172,16.346,458.911
155,137.365,19,0.150,25.073,220.702
156,138.276,41,0.128,25.956,383.424
157,122.485,16,0.178,20.544,186.923
158,116.392,21,0.144,25.035,282.601
159,124.428,15,0.168,14.132,443.316
160,94.049,20,0.120,27.323,393.935
161,125.527,6,0.149,18.558,77.864
162,74.672,5,0.137,18.662,459.960
163,124.898,18,0.149,22.801,169.823
164,93.814,16,0.161,17.903,407.509
165,129.329,25,0.117,31.197,256.172
166,97.231,26,0.134,26.113,381.393
167,131.178,31,0.148,17.244,187.817
168,124.025,18,0.125,17.207,454.491
169,146.471,15,0.103,19.899,98.622
170,131.619,40,0.117,28.188,292.506
171,102.029,18,0.217,25.333,327.996
172,82.633,13,0.166,16.485,410.125
173,111.210,28,0.107,26.788,213.023
174,98.348,20,0.143,17.630,403.043
175,94.246,18,0.155,30.070,314.748
176,102.029,26,0.128,28.902,345.233
177,101.090,20,0.113,20.112,120.726
178,109.745,8,0.102,18.069,70.460
179,86.022,15,0.146,21.755,355.297
180,127.921,15,0.140,16.449,108.834
181,113.444,25,0.121,21.261,409.459
182,84.379,22,0.102,27.482,266.859
183,121.950,16,0.124,16.562,93.392
184,93.711,24,0.112,28.419,260.435
185,97.673,15,0.114,17.551,450.836
186,99.907,14,0.093,23.048,178.518
187,132.737,37,0.134,22.191,382.650
188,98.499,11,0.096,26.299,289.890
189,125.818,21,0.153,16.000,121.330
190,86.980,17,0.162,18.682,178.145
191,136.313,27,0.130,20.072,437.117
192,101.991,11,0.223,16.614,448.904
193,102.751,19,0.193,18.727,204.948
194,104.742,23,0.140,23.104,305.988
195,99.456,7,0.157,14.842,193.402
196,117.951,16,0.188,12.180,137.375
197,127.376,20,0.191,16.378,106.239
198,139.421,27,0.158,19.442,164.597
199,111.548,23,0.139,20.087,359.572
200,121.096,28,0.159,20.640,231.932
201,126.381,9,0.154,14.500,67.961
202,104.310,26,0.133,27.312,301.275
203,107.802,12,0.113,23.308,443.513
204,108.450,20,0.105,35.577,274.656
205,112.515,15,0.118,18.482,101.503
206,116.580,25,0.125,19.876,203.790
207,129.291,34,0.125,25.773,370.941
208,108.929,24,0.146,31.615,328.487
209,130.474,22,0.161,16.442,420.925
210,122.851,25,0.115,28.099,254.396
211,88.435,5,0.090,11.917,2.862
212,114.975,31,0.110,23.384,146.484
213,114.533,17,0.138,20.602,227.761
214,91.617,16,0.178,41.276,333.231
215,93.598,23,0.127,21.673,404.000
216,105.286,27,0.116,32.080,346.706
217,107.708,24,0.099,28.286,273.932
218,124.081,13,0.138,20.548,189.161
219,82.586,6,0.152,16.240,72.679
220,102.723,16,0.151,21.515,216.205
221,104.751,12,0.157,13.505,442.372
222,93.457,18,0.147,22.920,337.433
223,118.805,22,0.131,17.215,135.405
224,123.452,25,0.141,20.425,397.940
225,104.160,17,0.170,22.841,249.790
226,97.719,25,0.119,30.072,295.394
227,125.480,13,0.121,16.763,111.063
228,126.841,24,0.131,26.354,224.875
229,109.361,33,0.131,22.932,374.084
230,113.069,24,0.123,24.945,265.296
231,100.480,22,0.169,25.762,284.589
232,91.664,14,0.177,20.942,135.086
233,78.183,5,0.105,15.554,441.723
234,125.189,27,0.124,19.699,342.380
235,101.578,23,0.098,32.169,316.633
236,113.285,26,0.139,18.005,412.973
237,103.934,24,0.139,21.552,242.715
238,121.593,25,0.143,20.010,191.959
239,123.846,13,0.137,21.490,127.808
240,117.753,13,0.137,18.560,112.340
241,101.146,20,0.157,21.102,360.578
242,128.306,6,0.297,10.549,438.762
243,106.525,31,0.142,27.931,307.350
244,109.595,26,0.120,27.102,259.455
245,123.884,26,0.133,27.067,236.344
246,104.648,6,0.089,16.733,75.680
247,126.954,22,0.175,14.767,157.525
248,107.774,18,0.162,20.838,344.697
249,112.684,24,0.164,17.710,417.553
250,111.013,23,0.135,17.317,194.604
251,128.728,25,0.154,24.535,287.487
252,118.232,24,0.182,17.979,361.089
253,132.239,38,0.133,24.914,215.692
254,108.290,38,0.146,32.417,266.622
255,85.205,24,0.117,26.090,329.657
256,92.228,27,0.130,24.529,277.618
257,110.459,28,0.139,17.367,138.527
258,103.033,3,0.097,15.645,2.770
259,114.824,29,0.124,29.281,311.693
260,146.706,16,0.136,14.464,85.408
261,104.817,17,0.198,19.847,158.593
262,87.261,3,0.150,19.547,434.639
263,109.229,34,0.146,25.262,370.250
264,116.017,34,0.129,29.481,383.104
265,98.865,26,0.145,21.592,396.710
266,100.189,20,0.103,21.656,186.070
267,137.402,19,0.125,21.356,213.985
268,115.866,23,0.133,19.589,129.389
269,95.814,5,0.094,21.580,4.160
270,120.936,36,0.151,27.064,262.853
271,83.760,11,0.119,17.007,116.428
272,117.265,5,0.173,15.516,168.355
273,92.049,18,0.130,24.145,285.430
274,98.762,8,0.109,13.634,108.750
275,163.698,37,0.135,21.335,243.947
276,118.871,22,0.192,24.484,399.514
277,110.806,29,0.132,25.142,381.148
278,84.445,8,0.249,14.300,102.361
279,119.500,31,0.122,21.808,403.723
280,111.651,9,0.124,18.076,84.766
281,98.086,5,0.220,12.410,3.641
282,80.436,12,0.127,16.754,95.729
283,98.827,22,0.146,21.166,285.651
284,111.651,20,0.131,16.579,165.346
285,121.274,18,0.117,21.347,127.144
286,127.686,24,0.169,14.898,185.379
287,88.407,10,0.210,11.655,111.614
288,80.633,20,0.110,26.724,336.697
289,98.226,13,0.136,20.985,222.012
290,190.942,38,0.154,18.713,251.586
291,108.328,29,0.160,21.478,325.141
292,83.882,15,0.113,23.973,206.942
293,114.092,32,0.133,17.028,155.911
294,96.424,29,0.145,21.394,286.124
295,110.769,26,0.151,20.261,370.178
296,106.957,18,0.103,24.924,94.208
297,88.275,16,0.214,16.251,200.170
298,111.266,29,0.145,27.482,349.672
299,97.504,8,0.157,14.567,423.940
300,85.524,24,0.158,20.486,394.572
301,105.502,24,0.140,26.407,323.750
302,86.482,15,0.133,16.567,106.518
303,80.220,11,0.149,14.331,97.273
304,131.037,28,0.147,20.031,217.906
305,85.271,9,0.166,11.983,162.707
306,107.089,19,0.218,18.490,267.939
307,156.901,19,0.164,14.445,117.327
308,125.076,27,0.124,24.384,358.923
309,110.149,21,0.130,20.632,282.481
310,106.676,8,0.250,17.429,409.109
311,94.781,21,0.110,21.326,374.507
312,107.079,32,0.147,26.842,325.149
313,115.669,8,0.144,16.587,134.277
314,96.452,10,0.118,18.626,420.260
315,142.810,23,0.155,19.856,222.988
316,90.613,18,0.125,17.866,300.003
317,88.472,13,0.125,21.298,386.861
318,111.003,11,0.105,20.504,168.358
319,99.391,16,0.121,24.269,405.372
320,113.266,16,0.157,13.364,96.122
321,134.774,26,0.133,18.065,207.894
322,104.178,19,0.129,20.953,320.129
323,103.258,28,0.109,24.716,363.981
324,123.762,26,0.183,21.087,308.359
325,101.080,20,0.130,19.820,407.565
326,81.215,12,0.203,23.460,346.779
327,86.876,6,0.178,10.754,54.364
328,98.865,23,0.137,21.062,368.665
329,145.270,15,0.132,16.339,160.266
330,108.760,19,0.154,16.579,285.654
331,127.892,12,0.146,13.718,135.298
332,90.434,22,0.138,28.392,355.174
333,118.082,24,0.184,19.463,380.330
334,109.192,23,0.186,20.067,323.444
335,100.883,24,0.130,22.525,341.549
336,90.068,19,0.146,21.288,310.689
337,102.066,2,0.099,15.034,0.600
338,101.841,8,0.161,17.101,228.835
339,148.799,16,0.159,15.572,105.071
340,77.883,6,0.177,9.832,413.034
341,121.687,35,0.138,31.161,382.601
342,103.559,18,0.131,20.755,252.383
343,131.357,24,0.195,15.736,325.858
344,106.441,30,0.139,24.660,356.286
345,104.066,8,0.103,22.625,167.486
346,126.024,18,0.154,18.488,200.612
347,112.055,26,0.152,19.725,295.679
348,161.849,17,0.216,13.947,117.911
349,106.751,11,0.187,14.335,408.579
350,118.683,21,0.136,14.799,103.272
351,102.958,13,0.131,17.937,385.571
352,127.019,33,0.116,24.112,213.882
353,125.987,16,0.146,22.379,256.966
354,104.319,18,0.116,19.957,368.291
355,87.074,14,0.184,21.801,309.399
356,127.958,17,0.133,16.738,147.616
357,139.618,28,0.169,20.155,236.681
358,126.569,25,0.107,23.935,178.087
359,121.311,24,0.160,21.243,299.589
360,136.614,12,0.183,15.681,405.081
361,125.264,30,0.152,21.715,212.611
362,110.881,30,0.147,22.082,351.680
363,119.068,14,0.137,16.330,181.949
364,150.226,14,0.166,11.415,119.613
365,78.343,10,0.109,13.621,131.439
366,137.647,15,0.128,18.111,241.225
367,95.992,22,0.136,19.924,190.863
368,124.475,22,0.126,28.460,304.643
369,108.065,24,0.135,27.176,318.296
370,119.847,29,0.140,18.723,372.500
371,171.518,12,0.140,12.891,98.178
372,103.127,29,0.123,25.910,332.355
373,109.961,20,0.123,31.891,342.007
374,114.383,24,0.115,19.722,204.430
375,119.988,5,0.186,13.178,132.196
376,138.717,18,0.162,24.351,273.823
377,105.765,19,0.147,16.686,183.621
378,161.492,22,0.141,21.447,391.513
379,104.845,7,0.429,10.518,242.376
380,78.887,6,0.105,14.338,121.912
381,112.543,11,0.093,15.054,160.566
382,80.230,7,0.090,21.130,401.964
383,94.443,18,0.188,20.743,310.746
384,116.749,35,0.159,16.844,199.229
385,171.856,33,0.163,21.778,337.096
386,93.654,30,0.154,19.707,354.703
387,133.891,13,0.151,17.629,168.500
388,117.387,6,0.106,18.889,79.479
389,120.889,16,0.242,16.947,282.331
390,134.915,19,0.143,20.173,316.395
391,85.975,13,0.121,17.447,176.397
392,99.287,8,0.155,18.910,88.192
393,109.013,19,0.127,20.549,369.865
394,92.415,15,0.196,16.393,178.722
395,105.718,18,0.125,22.625,303.826
396,120.438,22,0.173,18.483,187.225
397,105.512,11,0.132,13.479,272.912
398,105.155,3,0.116,18.216,17.765
399,124.165,11,0.196,13.417,114.553
400,106.985,15,0.130,21.500,353.833
401,87.008,6,0.113,13.338,259.895
402,122.645,34,0.137,23.797,332.410
403,120.035,18,0.247,12.472,162.828
404,91.655,8,0.184,13.982,88.929
405,113.050,16,0.119,16.597,396.126
406,112.815,12,0.130,13.542,141.581
407,121.574,24,0.173,17.441,191.373
408,86.576,4,0.127,16.873,131.540
409,126.109,20,0.163,14.039,271.541
410,125.921,26,0.111,20.324,211.268
411,100.639,13,0.149,14.785,253.729
412,112.637,22,0.157,20.356,367.185
413,124.719,5,0.107,11.175,75.496
414,112.252,15,0.177,16.423,297.480
415,107.849,11,0.161,12.205,65.106
416,97.804,14,0.141,16.300,262.440
417,115.763,8,0.135,16.061,137.636
418,95.776,16,0.134,26.057,354.484
419,107.258,21,0.144,21.643,382.962
420,174.175,15,0.171,13.433,161.831
421,130.821,22,0.151,22.500,300.091
422,108.516,7,0.101,13.700,105.445
423,110.562,6,0.114,12.688,120.559
424,100.602,16,0.166,32.211,343.074
425,116.326,29,0.155,25.552,316.428
426,125.855,10,0.189,17.701,271.963
427,161.079,6,0.105,17.942,48.063
428,150.517,31,0.165,18.609,364.387
429,143.261,2,0.235,9.314,4.898
430,159.070,9,0.111,14.056,205.964
431,135.168,8,0.230,12.347,144.368
432,155.380,8,0.149,11.623,230.129
433,129.573,26,0.267,26.454,327.230
434,130.333,5,0.137,12.104,107.274
435,144.556,7,0.111,20.482,29.743
436,98.865,8,0.265,12.539,16.471
437,98.011,3,0.088,11.214,63.180
438,111.182,4,0.218,8.800,84.545
439,90.894,21,0.127,19.856,342.787
440,91.054,10,0.130,17.375,173.005
441,88.106,4,0.279,9.638,95.064
442,95.786,1,1.342,6.658,126.692
443,97.325,10,0.184,16.668,250.807
444,86.398,17,0.137,20.036,285.403
